,sentence1,sentence2,genre,English_label,translation1,translation2,annotator 1 labels,annotator 2 labels
667,"Off limits to non-Hindus, it can be viewed from an observation platform specially erected for the purpose by Lord Curzon.","People who are not Hindus cannot enter, but they can look at it from an observation platform.",travel,entailment,"עבור מי שאינו הינדי הוא מחוץ לתחום, אבל אפשר לצפות בו ממרפסת תצפית שהקים לורד קרזון במיוחד למטרה זו.","אנשים שאינם הינדים לא יכולים להיכנס, אבל הם יכולים להסתכל לשם ממרפסת תצפית.",Entailment,Entailment
668,"The field of Kermario has a dolmen (chamber built of flat slabs on pillars) and 1,029 menhirs in 10 rows.","In the Kermario field lies 1,029 menhirs in 10 rows.",travel,entailment,"בשדה קרמריו יש דולמן (חדר בנוי מלוחות שטוחות על עמודים) ו-1,029 מנהירים ב-10 שורות.","בשדה קרמריו מוצבים 1,029 מנהירים ב-10 שורות.",Entailment,Entailment
669,"For such a small tract of land, the geology of the Lake District is actually very complex.","There are many hidden paths to, from and within Lake District that are not easily observable at first glance.",travel,neutral,"בשביל שטח אדמה קטן כל כך, הגיאולוגיה של אזור האגמים דווקא מאוד מורכבת.","ישנם שבילים נסתרים רבים אל אזור האגמים, מתוכו ובתחומיו, שלא ניתן לראות בקלות במבט ראשון.",Neutral,Neutral
670,Free samples are not always given at the end of visits and the champagne houses may not be the cheapest places to buy champagne.,Champagne houses are the least expensive places to buy champagne.,travel,contradiction,"לא תמיד מקבלים דוגמיות חינם בסוף הביקורים, ובתי השמפניה הם כנראה לא המקומות הזולים ביותר לקנות שמפניה.",בתי שמפניה הם המקומות הכי זולים לקנות שמפניה.,Contradiction,Contradiction
671,Watch the illuminated keno board above you to see if enough of your numbers come up to win.,The keno board lights up and tells you what numbers were picked.,travel,neutral,עקוב אחר לוח הקנו המואר מעליך כדי לראות אם עולים לך מספיק מספרים כדי שתוכל לזכות.,לוח הקנו נדלק ומראה לך אילו מספרים נבחרו.,Entailment,Entailment
672,"Yung Shue Wan is still a very British residential enclave, with many nice pubs.",The pubs in Yung Shue Wan are very expensive.,travel,neutral,"יונג שו וואן היא עדיין מובלעת מגורים בריטית מאוד, עם הרבה פאבים נחמדים.",הפאבים ביונג שו וואן יקרים מאוד.,Neutral,Neutral
673,"In jail at the same time, for  incitement to rebellion,  was Congress Party member Jawaharlal Nehru, who was British-educated but also a Brahman intellectual, as his honorary title of Pandit suggested.","Jawaharlal Nehru was educated in Britain, but was not a Brahman intellectual.",travel,neutral,"באותו הזמן היה בכלא, בשל הסתה למרד, חבר מפלגת הקונגרס ג'ווהרלל נהרו, שהתחנך בבריטניה אך היה גם אינטלקטואל ברהמני, כפי שמרמז תואר הכבוד שלו - פאנדיט.","ג'ווהרלל נהרו התחנך בבריטניה, אך לא היה אינטלקטואל ברמהין.",Contradiction,Contradiction
674,"The emergence of textile, apparel, and retail enterprises in the United States is full of fascinating twists.","Rising textile, apparel, and retail enterprises in America are interesting because of the potential profit.",oup,Neutral,"הופעתן חברות טקסטיל, ביגוד וקמעונאות בארצות הברית מלאה בתפניות מרתקות.","העלייה בחברות טקסטיל, הלבשה וקמעונאות באמריקה מעניינית בשל הרווח הפוטנציאלי.",Neutral,Neutral
675,"The child's mind, then, is a profoundly social organ.",The mind of a child is an organ that is social.,oup,Entailment,"מוח הילד, אם כן, הוא איבר חברתי באופן עמוק.",מוחו של ילד הוא איבר שהוא חברתי.,Entailment,Entailment
676,But he places most blame on how contemporary children are reared.,He places less of the most blame on how contemporary children are reared.,oup,Contradiction,אבל הוא שם את רוב האשמה על האופן שבו מגדלים ילדים בימינו.,הוא מפנה פחות אשמה על האופן שבו מגדלים ילדים בזמננו.,Contradiction,Contradiction
677,"As a byproduct of participation, children gain a rich understanding of their own and others' mental lives'powerful tools in predicting and explaining human behavior and, therefore, in getting along with others.","In order for children to get the most out of participation, they need to participate on a regular basis, at least once a day.",oup,Neutral,"כתוצר לוואי של ההשתתפות, ילדים רוכשים הבנה עשירה של חייהם הנפשיים שלהם ושל אחרים - כלים רבי עוצמה בחיזוי והסבר התנהגות אנושית, ומכך ביחסים טובים עם אחרים.","כדי שילדים יפיקו את המרב מהשתתפות, הם צריכים להשתתף באופן קבוע, לפחות פעם ביום.",Neutral,Neutral
678,"Among the factors that are expected to have a substantial impact on employment in the textiles and apparel industries, perhaps the most influential will be the trade policy agreed to in the GATT.",The textile industry is projected to grow after the new policy.,oup,Neutral,"בין הגורמים שצפויים להשפיע באופן מהותי על התעסוקה בתעשיות הטקסטיל וההלבשה, אולי המשפיע ביותר יהיה הסכם מדיניות הסחר עליו סוכם ב-GATT.",תעשיית הטקסטיל צפויה לצמוח לאחר המדיניות החדשה.,Entailment,Neutral
679,Assume that the manufacturing lead time'the amount of time required to go from a production order to a product ready for shipping to retail'is less than one week.,"It is safe to assume the manufacturing lead time, or time required to go from production order to a product ready for shipping and retail, is less than one week.",oup,Entailment,"תניח שזמן האספקה בייצור, הזמן הנדרש כדי לעבור מהזמנת ייצור למוצר מוכן למשלוח לקמעונאות, הוא פחות משבוע.","בטוח להניח שזמן ההובלה בייצור, או הזמן הנדרש לעבור מהזמנת ייצור למוצר המוכן למשלוח וקמעונאות, הוא פחות משבוע.",Entailment,Neutral
680,"Increasingly, analysts and public policy makers discuss trade issue in terms of the emergence of a significant and growing inequality in compensation between production and nonsupervisory workers, on the one hand, and managerial, supervisory, or exempt employees and professionals on the other.",Analysts and public policy makers also discuss economic issues.,oup,Neutral,"יותר ויותר, אנליסטים ויוצרי מדיניות ציבורית דנים בסוגיית הסחר במונחים של הופעת אי שוויון משמעותי וגדל בפיצוי בין עובדי ייצור ועובדים שאינם מפקחים, מצד אחד, לבין עובדים מנהליים, מפקחים או פטורים ובעלי מקצועות חופשיים מצד שני.",אנליסטים ויוצרי מדיניות ציבורית דנים גם בסוגיות כלכליות.,Entailment,Neutral
681,And welfare reform is an uncertain solution with an unknown starting date.,There are some uncertainties around the benefits of a welfare reform.,letters,Entailment,ורפורמת הרווחה היא פתרון לא בטוח עם תאריך התחלה לא ידוע.,ישנן אי-ודאויות מסוימות סביב היתרונות של רפורמת הרווחה.,Entailment,Entailment
682,Pound services ensure that lost pets have a clean and safe place to stay and be cared for until their owners can be located.,Pounds often locate owners by posting pet pictures on their Facebook page.,letters,Neutral,שירותי מכלאות מבטיחים שבעלי חיים אבודים יהיו במקום נקי ובטוח ומטפלים בהם עד שניתן יהיה לאתר את בעליהם.,מכלאות לעתים קרובות מאתרות בעלים על ידי פרסום תמונות של חיות מחמד בדף הפייסבוק שלהם.,Neutral,Neutral
