,original_annotator_labels,genre,original_label,pairID,promptID,sentence1,translation1,sentence2,translation2,hebrew_label
579,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",oup,Neutral,107353n,107353,"The emergence of textile, apparel, and retail enterprises in the United States is full of fascinating twists.","הופעתן חברות טקסטיל, ביגוד וקמעונאות בארצות הברית מלאה בתפניות מרתקות.","Rising textile, apparel, and retail enterprises in America are interesting because of the potential profit.","העלייה בחברות טקסטיל, הלבשה וקמעונאות באמריקה מעניינית בשל הרווח הפוטנציאלי.",neutral
580,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",oup,Entailment,111733e,111733,"The child's mind, then, is a profoundly social organ.","מוח הילד, אם כן, הוא איבר חברתי באופן עמוק.",The mind of a child is an organ that is social.,מוחו של ילד הוא איבר שהוא חברתי.,entailment
581,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",oup,Contradiction,29289c,29289,But he places most blame on how contemporary children are reared.,אבל הוא שם את רוב האשמה על האופן שבו מגדלים ילדים בימינו.,He places less of the most blame on how contemporary children are reared.,הוא מפנה פחות אשמה על האופן שבו מגדלים ילדים בזמננו.,contradiction
582,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",oup,Neutral,22265n,22265,"As a byproduct of participation, children gain a rich understanding of their own and others' mental lives'powerful tools in predicting and explaining human behavior and, therefore, in getting along with others.","כתוצר לוואי של ההשתתפות, ילדים רוכשים הבנה עשירה של חייהם הנפשיים שלהם ושל אחרים - כלים רבי עוצמה בחיזוי והסבר התנהגות אנושית, ומכך ביחסים טובים עם אחרים.","In order for children to get the most out of participation, they need to participate on a regular basis, at least once a day.","כדי שילדים יפיקו את המרב מהשתתפות, הם צריכים להשתתף באופן קבוע, לפחות פעם ביום.",neutral
583,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",letters,Entailment,64295e,64295,And welfare reform is an uncertain solution with an unknown starting date.,ורפורמת הרווחה היא פתרון לא בטוח עם תאריך התחלה לא ידוע.,There are some uncertainties around the benefits of a welfare reform.,ישנן אי-ודאויות מסוימות סביב היתרונות של רפורמת הרווחה.,entailment
584,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",letters,Neutral,42840n,42840,Pound services ensure that lost pets have a clean and safe place to stay and be cared for until their owners can be located.,שירותי מכלאות מבטיחים שבעלי חיים אבודים יהיו במקום נקי ובטוח ומטפלים בהם עד שניתן יהיה לאתר את בעליהם.,Pounds often locate owners by posting pet pictures on their Facebook page.,מכלאות לעתים קרובות מאתרות בעלים על ידי פרסום תמונות של חיות מחמד בדף הפייסבוק שלהם.,neutral
585,"['neutral', 'neutral', 'neutral', 'entailment', 'neutral']",letters,Neutral,106966n,106966,"Big Sisters helps fill that void by matching caring, responsible adult volunteers with at-risk girls, ages 8-14.",אחיות גדולות עוזרות למלא את החלל הזה על ידי התאמת מתנדבות בוגרות ואחראיות עם בנות בסיכון בגילאי 8-14.,The Big Sisters have undergone background checks before being paired with the children.,האחיות הגדולות עברו בדיקות רקע לפני שהותאמו לילדות.,neutral
586,"['neutral', 'entailment', 'entailment', 'neutral', 'entailment']",letters,Entailment,53421n,53421,"It only takes three quick, easy steps to obtain a matching gift from your (or your spouse's) employer to enhance your donation to the Indiana University School of Law -Indianapolis.",נדרשים רק שלושה צעדים מהירים וקלים כדי לקבל מתנה תואמת מהמעסיק שלך (או של בן/בת הזוג שלך) כדי להגדיל את התרומה שלך לבית הספר למשפטים של אוניברסיטת אינדיאנה - אינדיאנפוליס.,"A matching gift can be obtained from your employer or your friends if these three easy, quick steps are taken.",ניתן לקבל מתנה תואמת ממעסיקך או מחבריך אם תנקטו את שלושת השלבים הקלים והמהירים הבאים.,entailment
587,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",letters,Contradiction,75197c,75197,"I shamelessly and freely borrowed the concept, making adaptations to fit our needs and used it as a direct mail appeal last fall...samples enclosed.","שאלתי את הרעיון ללא בושה ובחופשיות, ביצעתי התאמות כדי שיתאימו לצרכים שלנו והשתמשתי בו כקריאה ישירה בדואר בסתיו האחרון... דוגמאות מצורפות.",I created this concept on my own from scratch.,יצרתי את הקונספט הזה בעצמי מאפס.,contradiction
588,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",letters,Contradiction,77581c,77581,"In October, we will begin our annual telefund.","באוקטובר, נתחיל בקמפיין גיוס הכספים הטלפוני השנתי שלנו.",We will not have an annual tele fund in October,לא נקיים קמפיין גיוס כספים טלפוני שנתי באוקטובר,contradiction
589,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",letters,Contradiction,31165c,31165,We will host a reception for Century Club members during the Indiana Dental Association meeting in Indianapolis.,אנו נארח קבלת פנים לחברי מועדון המאה במהלך פגישת איגוד רופאי השיניים של אינדיאנה באינדיאנפוליס.,There will be no reception for Century Club members.,לא תתקיים קבלת פנים לחברי מועדון המאה.,contradiction
590,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",nineeleven,Entailment,60870e,60870,"As described below, the ensuing years saw additional efforts to establish connections.","כפי שמתואר להלן, בשנים הבאות היו מאמצים נוספים ליצור קשרים.",More attempts were made to establish connections in the following years.,נעשו ניסיונות נוספים ליצור קשרים בשנים לאחר מכן.,entailment
591,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",nineeleven,Contradiction,39687c,39687,"Seizing on symbols of Islam's past greatness, he promises to restore pride to people who consider themselves the victims of successive foreign masters.","תוך תפיסת סמלים של גדולת האסלאם בעבר, הוא מבטיח להשיב את הגאווה לאנשים שרואים את עצמם כקורבנות של שליטים זרים בזה אחר זה.",They promised a lot of misfortune to the peopel.,הם הבטיחו אסונות רבים לאנשים.,contradiction
592,"['neutral', 'neutral', 'neutral', 'contradiction', 'neutral']",nineeleven,Neutral,12631n,12631,"From an air traffic controller's perspective, that meant maintaining a safe distance between airborne aircraft.","מנקודת מבטו של בקר תנועה אווירית, משמעות הדבר הייתה שמירה על מרחק בטוח בין מטוסים באוויר.",There aren't too many airborne accidents due to distance.,אין יותר מדי תאונות אוויריות בגלל מרחק.,neutral
593,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",nineeleven,Contradiction,26653c,26653,"At 8:51, the controller noticed the transponder change from United 175 and tried to contact the aircraft.","בשעה 8:51, הבקר הבחין בשינוי קוד המשיב של טיסת יונייטד 175 וניסה ליצור קשר עם המטוס.",The transponder code on United 175 stayed the same.,הקוד המשיב של טיסת יונייטד 175 נשאר זהה.,contradiction
594,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",nineeleven,Entailment,97793e,97793,"A decade of conflict in Afghanistan, from 1979 to 1989, gave Islamist extremists a rallying point and training field.","עשור של סכסוך באפגניסטן, מ-1979 עד 1989, סיפק לקיצונים אסלאמיים מקום התכנסות ומגרש אימונים.",There was a lot of conflict in Afghanistan which make Islamist extremists stronger.,היו הרבה סכסוכים באפגניסטן מה שהופך קיצונים איסלאמיים לחזקים יותר.,entailment
